# sizemeup-build 2024.10.11
name	tax_id	category	size	source	method
Azospirillum oryzae	286727	bacteria	6791005	ncbi	automatic
Hoeflea alexandrii	288436	bacteria	5041359	ncbi	automatic
Microbotryum lychnidis-dioicae	288795	eukaryota,fungi	26776251	ncbi	automatic
Microbotryum saponariae	289078	eukaryota,fungi	29076056	ncbi	automatic
Faecalicatena fissicatena	290055	bacteria	3437007	ncbi	automatic
Xenorhabdus innexi	290109	bacteria	4531943	ncbi	automatic
Xenorhabdus ehlersii	290111	bacteria	4186199	ncbi	automatic
Xenorhabdus szentirmaii	290112	bacteria	4824775	ncbi	automatic
Tetragenococcus koreensis	290335	bacteria	2635399	ncbi	automatic
Colletotrichum lindemuthianum	290576	eukaryota,fungi	91253374	ncbi	automatic
Photorhabdus asymbiotica	291112	bacteria	5098904	ncbi	automatic
Streptomyces pharetrae	291370	bacteria	8392342	ncbi	automatic
Micromonospora rifamycinica	291594	bacteria	7005251	ncbi	automatic
Bacteroides salyersiae	291644	bacteria	5637684	ncbi	automatic
Bacteroides nordii	291645	bacteria	5688421	ncbi	automatic
Kayvirus G1	292029	virus	140218	ncbi	automatic
Pepper yellow leaf curl Indonesia virus	292477	virus	5474	ncbi	automatic
Daldinia eschscholtzii	292717	eukaryota,fungi	35842392	ncbi	automatic
Flavonifractor plautii	292800	bacteria	4435330	ncbi	automatic
Rhodococcoides kroppenstedtii	293050	bacteria	4150241	ncbi	automatic
Martelella mediterranea	293089	bacteria	5527809	ncbi	automatic
Penicillium palitans	293373	eukaryota,fungi	36469800	ncbi	automatic
Bacillus altitudinis	293387	bacteria	3729040	ncbi	automatic
Bacillus aerius	293388	bacteria	3702178	ncbi	automatic
Aspergillus lentulus	293939	eukaryota,fungi	31050511	ncbi	automatic
Rhizobium lusitanum	293958	bacteria	7386290	ncbi	automatic
Vibrio gigantis	296199	bacteria	5635989	ncbi	automatic
Exiguobacterium indicum	296995	bacteria	3230468	ncbi	automatic
Turkey siadenovirus A	298333	virus	26115	ncbi	automatic
Pseudoalteromonas spongiae	298657	bacteria	4804570	ncbi	automatic
Francisella orientalis	299583	bacteria	1862430	ncbi	automatic
Enterobacter ludwigii	299767	bacteria	5100000	ncbi	manually-set
Microbacterium paludicola	300019	bacteria	3295624	ncbi	automatic
Rhodococcus triatomae	300028	bacteria	4772018	ncbi	automatic
Serratia ureilytica	300181	bacteria	5167120	ncbi	automatic
Vibrio europaeus	300876	bacteria	5481989	ncbi	automatic
Caldibacillus debilis	301148	bacteria	3151467	ncbi	automatic
Roseburia hominis	301301	bacteria	3592125	ncbi	automatic
Roseburia faecis	301302	bacteria	3589831	ncbi	automatic
Caldicellulosiruptor acetigenus	301953	bacteria	2707209	ncbi	automatic
Virgibacillus dokdonensis	302167	bacteria	4276557	ncbi	automatic
Corynebacterium tuscaniense	302449	bacteria	2243440	ncbi	automatic
Lactobacillus apis	303541	bacteria	1681594	ncbi	automatic
Acetobacter oeni	304077	bacteria	4098962	ncbi	automatic
Schleiferilactobacillus harbinensis	304207	bacteria	3167588	ncbi	automatic
Cotton leaf curl Gezira betasatellite	304222	virus	1348	ncbi	automatic
Segatella baroniae	305719	bacteria	3245049	ncbi	automatic
Pusillimonas noertemannii	305977	bacteria	4205291	ncbi	automatic
Cotton leaf curl Multan betasatellite	306025	virus	1346	ncbi	automatic
Brussowvirus bv2972	306323	virus	34774	ncbi	automatic
Colletotrichum nymphaeae	306554	eukaryota,fungi	50342768	ncbi	automatic
Psychrobacter celer	306572	bacteria	3018738	ncbi	automatic
Tepidimonas taiwanensis	307486	bacteria	2889550	ncbi	automatic
Wolbachia endosymbiont of Drosophila ananassae	307502	bacteria	1230241	ncbi	automatic
Exiguobacterium profundum	307643	bacteria	2901736	ncbi	automatic
Staphylococcus simiae	308354	bacteria	2555289	ncbi	automatic
Tomato leaf curl Joydebpur virus	309390	virus	2761	ncbi	automatic
Lysinibacillus boronitolerans	309788	bacteria	4564150	ncbi	automatic
Cryptosporidium bovis	310047	eukaryota	9075133	ncbi	automatic
Phocaeicola plebeius	310297	bacteria	4025371	ncbi	automatic
Phocaeicola coprocola	310298	bacteria	4012589	ncbi	automatic
Bacteroides pyogenes	310300	bacteria	3443738	ncbi	automatic
Neofusicoccum parvum	310453	eukaryota,fungi	43838281	ncbi	automatic
Brachyspira pulli	310721	bacteria	3485489	ncbi	automatic
Linnemannia elongata	310910	eukaryota,fungi	46858141	ncbi	automatic
Alloyangia pacifica	311180	bacteria	5516583	ncbi	automatic
Paraburkholderia terrae	311230	bacteria	10279710	ncbi	automatic
Roseibium album	311410	bacteria	6901468	ncbi	automatic
Anoxybacillus rupiensis	311460	bacteria	3718852	ncbi	automatic
Paraburkholderia mimosarum	312026	bacteria	8546255	ncbi	automatic
Erbovirus A	312185	virus	8825	ncbi	automatic
Emticicia oligotrophica	312279	bacteria	4647972	ncbi	automatic
Pseudomonas entomophila	312306	bacteria	5863267	ncbi	automatic
Alteromonas mediterranea	314275	bacteria	4557586	ncbi	automatic
Pseudoalteromonas tunicata	314281	bacteria	4963482	ncbi	automatic
Mariprofundus ferrooxydans	314344	bacteria	2805980	ncbi	automatic
Pseudoxanthomonas suwonensis	314722	bacteria	3423555	ncbi	automatic
Solanum verrucosum	315347	eukaryota	709462786	ncbi	automatic
Streptococcus gallolyticus	315405	bacteria	2288176	ncbi	automatic
Chironomus riparius	315576	eukaryota	164924309	ncbi	automatic
Rubrivivax benzoatilyticus	316997	bacteria	4152877	ncbi	automatic
Enterococcus canintestini	317010	bacteria	2707127	ncbi	automatic
Deinococcus ficus	317577	bacteria	4081935	ncbi	automatic
Enterococcus caccae	317735	bacteria	3538145	ncbi	automatic
Photobacterium kishitanii	318456	bacteria	5093088	ncbi	automatic
Gluconobacter albidus	318683	bacteria	3298854	ncbi	automatic
Pyricularia oryzae	318829	eukaryota,fungi	39731238	ncbi	automatic
Aspergillus brasiliensis	319629	eukaryota,fungi	35954279	ncbi	automatic
Pediococcus ethanolidurans	319653	bacteria	2208096	ncbi	automatic
Pseudomonas otitidis	319939	bacteria	6113211	ncbi	automatic
Enterococcus devriesei	319970	bacteria	3305880	ncbi	automatic
Photobacterium ganghwense	320778	bacteria	5534968	ncbi	automatic
Maribacter dokdonensis	320912	bacteria	4490751	ncbi	automatic
Dietzia cinnamea	321318	bacteria	3595569	ncbi	automatic
Pseudomonas moraviensis	321662	bacteria	6056657	ncbi	automatic
Pseudomonas simiae	321846	bacteria	6183796	ncbi	automatic
Paraburkholderia silvatlantica	321895	bacteria	8007240	ncbi	automatic
Sharpea azabuensis	322505	bacteria	2365354	ncbi	automatic
Dietzia kunjamensis	322509	bacteria	3648026	ncbi	automatic
Alcaligenes aquatilis	323284	bacteria	3968830	ncbi	automatic
Mycobacterium alsense	324058	bacteria	5674621	ncbi	automatic
Bacillus infantis	324767	bacteria	4991588	ncbi	automatic
Metabacillus idriensis	324768	bacteria	4884996	ncbi	automatic
Metabacillus niabensis	324854	bacteria	5220713	ncbi	automatic
Streptosporangium canum	324952	bacteria	9825199	ncbi	automatic
Phytophthora kernoviae	325452	eukaryota	38156499	ncbi	automatic
Polaribacter dokdonensis	326329	bacteria	3087264	ncbi	automatic
Neisseria animaloris	326522	bacteria	2283939	ncbi	automatic
Annulohypoxylon stygium	326628	eukaryota,fungi	38677516	ncbi	automatic
Ziziphus jujuba	326968	eukaryota	388576494	ncbi	automatic
Parabacteroides goldsteinii	328812	bacteria	6768188	ncbi	automatic
Alistipes onderdonkii	328813	bacteria	3534209	ncbi	automatic
Alistipes shahii	328814	bacteria	3663638	ncbi	automatic
Riptortus pedestris	329032	eukaryota	1406166867	ncbi	automatic
Emesvirus zinderi	329852	virus	3569	ncbi	automatic
Emesvirus japonicum	329853	virus	3458	ncbi	automatic
Bacteroides intestinalis	329854	bacteria	6089617	ncbi	automatic
Cryomyces antarcticus	329879	eukaryota,fungi	21622033	ncbi	automatic
Friedmanniomyces endolithicus	329885	eukaryota,fungi	46523530	ncbi	automatic
Sphingobium indicum	332055	bacteria	4418381	ncbi	automatic
Saccharomyces cerevisiae x Saccharomyces kudriavzevii	332112	eukaryota,fungi	18447273	ncbi	automatic
Shewanella xiamenensis	332186	bacteria	4811663	ncbi	automatic
Enterocloster asparagiformis	333367	bacteria	6229888	ncbi	automatic
Alphapapillomavirus 10	333754	virus	7902	ncbi	automatic
Alphapapillomavirus 8	333757	virus	7966	ncbi	automatic
Alphapapillomavirus 3	333767	virus	8053	ncbi	automatic
Betapapillomavirus 2	333924	virus	7400	ncbi	automatic
Gammapapillomavirus 1	333926	virus	7308	ncbi	automatic
Providencia heimbachae	333962	bacteria	4262912	ncbi	automatic
Providencia vermicola	333965	bacteria	4288266	ncbi	automatic
Betapapillomavirus 3	334207	virus	7543	ncbi	automatic
Betapapillomavirus 5	334209	virus	7437	ncbi	automatic
Rhodococcus qingshengii	334542	bacteria	6886486	ncbi	automatic
Methylobacterium oryzae	334852	bacteria	6126853	ncbi	automatic
Apiospora arundinis	335852	eukaryota,fungi	51649793	ncbi	automatic
Sphingobium fuliginis	336203	bacteria	4916601	ncbi	automatic
Candidatus Karelsulcia muelleri	336810	bacteria	192244	ncbi	automatic
Oenococcus kitaharae	336988	bacteria	1831800	ncbi	automatic
Alphapapillomavirus 2	337039	virus	7881	ncbi	automatic
Alphapapillomavirus 9	337041	virus	7908	ncbi	automatic
Alphapapillomavirus 7	337042	virus	7843	ncbi	automatic
Alphapapillomavirus 4	337043	virus	7854	ncbi	automatic
Alphapapillomavirus 5	337044	virus	7835	ncbi	automatic
Alphapapillomavirus 11	337049	virus	7788	ncbi	automatic
Alphapapillomavirus 6	337050	virus	7854	ncbi	automatic
Betapapillomavirus 1	337051	virus	7667	ncbi	automatic
Deltapapillomavirus 4	337052	virus	7947	ncbi	automatic
Halorubrum ezzemoulense	337243	archaea	3541518	ncbi	automatic
Trichoderma koningiopsis	337941	eukaryota,fungi	36484795	ncbi	automatic
Bacteroides finegoldii	338188	bacteria	5000380	ncbi	automatic
Polymorphospora rubra	338584	bacteria	8195754	ncbi	automatic
Mycobacterium colombiense	339268	bacteria	5626671	ncbi	automatic
Exiguobacterium artemiae	340145	bacteria	3080182	ncbi	automatic
Exiguobacterium mexicanum	340146	bacteria	2927785	ncbi	automatic
Leucobacter luti	340320	bacteria	3524814	ncbi	automatic
Aspergillus fumigatiaffinis	340414	eukaryota,fungi	33809044	ncbi	automatic
Lactonifactor longoviformis	341220	bacteria	4645160	ncbi	automatic
Mycolicibacter arupensis	342002	bacteria	4442000	ncbi	automatic
Burkholderia oklahomensis	342113	bacteria	7134889	ncbi	automatic
White spot syndrome virus	342409	virus	294261	ncbi	automatic
Mediterraneibacter glycyrrhizinilyticus	342942	bacteria	3165106	ncbi	automatic
Paenibacillus barengoltzii	343517	bacteria	4770210	ncbi	automatic
Hermetia illucens	343691	eukaryota	1004906151	ncbi	automatic
Empedobacter falsenii	343874	bacteria	3389573	ncbi	automatic
Colletotrichum cereale	343994	eukaryota,fungi	58570971	ncbi	automatic
Laccaria trichodermophora	344589	eukaryota,fungi	93203356	ncbi	automatic
Salipiger bermudensis	344736	bacteria	5261535	ncbi	automatic
Exophiala xenobiotica	348802	eukaryota,fungi	32712210	ncbi	automatic
Mammalian orthoreovirus	351073	virus	23582	ncbi	automatic
Oscillibacter valericigenes	351091	bacteria	2841521	ncbi	automatic
Salinispora pacifica	351187	bacteria	4920221	ncbi	automatic
Pedobacter aquatilis	351343	bacteria	4807727	ncbi	automatic
Xenorhabdus doucetiae	351671	bacteria	4106215	ncbi	automatic
Xenorhabdus griffiniae	351672	bacteria	4248170	ncbi	automatic
Xenorhabdus cabanillasii	351673	bacteria	4620986	ncbi	automatic
Xenorhabdus mauleonii	351675	bacteria	5132830	ncbi	automatic
Shinella zoogloeoides	352475	bacteria	5141032	ncbi	automatic
Nocardia gamkensis	352869	bacteria	7740090	ncbi	automatic
Pseudochrobactrum saccharolyticum	354352	bacteria	3760318	ncbi	automatic
Microcella alkalica	355930	bacteria	2607582	ncbi	automatic
Bifidobacterium tsurumiense	356829	bacteria	2161057	ncbi	automatic
Siccibacter turicensis	357233	bacteria	4204206	ncbi	automatic
Franconibacter helveticus	357240	bacteria	4622146	ncbi	automatic
Phocaeicola dorei	357276	bacteria	5468557	ncbi	automatic
Levilactobacillus parabrevis	357278	bacteria	2635267	ncbi	automatic
Enterococcus lactis	357441	bacteria	2743814	ncbi	automatic
Ceratocystis albifundus	357446	eukaryota,fungi	26834625	ncbi	automatic
Ophryoscolex caudatus	358021	eukaryota	86031710	ncbi	automatic
Enterocloster aldenensis	358742	bacteria	6233055	ncbi	automatic
Enterocloster citroniae	358743	bacteria	6433010	ncbi	automatic
Pseudomonas extremaustralis	359110	bacteria	6601213	ncbi	automatic
Clostridium tagluense	360422	bacteria	5311098	ncbi	automatic
Roseburia inulinivorans	360807	bacteria	3845809	ncbi	automatic
Streptococcus pseudoporcinus	361101	bacteria	2124041	ncbi	automatic
Terribacillus saccharophilus	361277	bacteria	3595137	ncbi	automatic
Pseudarthrobacter phenanthrenivorans	361575	bacteria	4535320	ncbi	automatic
Tenacibaculum discolor	361581	bacteria	3399191	ncbi	automatic
Microbacterium thalassium	362649	bacteria	3680445	ncbi	automatic
Leyella stercorea	363265	bacteria	3243393	ncbi	automatic
Heyndrickxia ginsengihumi	363870	bacteria	3757484	ncbi	automatic
Comamonas thiooxydans	363952	bacteria	5371163	ncbi	automatic
Janibacter hoylei	364298	bacteria	3158706	ncbi	automatic
Verminephrobacter eiseniae	364317	bacteria	5653594	ncbi	automatic
Granulibacter bethesdensis	364410	bacteria	2715780	ncbi	automatic
Pelosinus fermentans	365349	bacteria	5040108	ncbi	automatic
Shewanella morhuae	365591	bacteria	4239180	ncbi	automatic
Yersinia similis	367190	bacteria	4766106	ncbi	automatic
Paraglaciecola chathamensis	368405	bacteria	5111165	ncbi	automatic
Morganella psychrotolerans	368603	bacteria	4164807	ncbi	automatic
Porcine type-C oncovirus	369960	virus	9189	ncbi	automatic
Brucella pseudintermedia	370111	bacteria	4270779	ncbi	automatic
Aureimonas altamirensis	370622	bacteria	4189109	ncbi	automatic
Halomonas denitrificans	370769	bacteria	4511559	ncbi	automatic
Gottfriedia acidiceleris	371036	bacteria	4783870	ncbi	automatic
Naematelia aurantialba	371454	eukaryota,fungi	20272998	ncbi	automatic
Bacteroides xylanisolvens	371601	bacteria	6384419	ncbi	automatic
Oceanobacillus profundus	372463	bacteria	4559284	ncbi	automatic
Fischerella thermalis	372787	bacteria	5331759	ncbi	automatic
Massilia aurea	373040	bacteria	5423865	ncbi	automatic
Mycobacterium virus Halo	373407	virus	41691	ncbi	automatic
Chryseobacterium gambrini	373672	bacteria	4765117	ncbi	automatic
Methylobacterium gregans	374424	bacteria	5853685	ncbi	automatic
Methylobacterium tardum	374432	bacteria	6916159	ncbi	automatic
Loigolactobacillus backii	375175	bacteria	2795878	ncbi	automatic
Pseudooceanicola nanhaiensis	375761	bacteria	4657782	ncbi	automatic
Heligmosomoides bakeri	375939	eukaryota	652453803	ncbi	automatic
Gluconobacter japonicus	376620	bacteria	3164603	ncbi	automatic
Phocaeicola barnesiae	376804	bacteria	3536507	ncbi	automatic
Baylorvirus PHL101	376820	virus	34600	ncbi	automatic
Cyanobacterium aponinum	379064	bacteria	4280321	ncbi	automatic
Vibrio sinaloensis	379097	bacteria	4565390	ncbi	automatic
Tritonibacter mobilis	379347	bacteria	4787513	ncbi	automatic
Trabulsiella odontotermitis	379893	bacteria	4618901	ncbi	automatic
Pseudomonas protegens	380021	bacteria	6930863	ncbi	automatic
Levilactobacillus namurensis	380393	bacteria	2684922	ncbi	automatic
Lachancea thermotolerans	381046	eukaryota,fungi	10286588	ncbi	automatic
Lipomyces doorenjongii	383834	eukaryota,fungi	19115059	ncbi	automatic
Micrococcus flavus	384602	bacteria	2546656	ncbi	automatic
Pseudophaeobacter arcticus	385492	bacteria	5028808	ncbi	automatic
Hoylesella timonensis	386414	bacteria	3126388	ncbi	automatic
Moraxella bovoculi	386891	bacteria	2184753	ncbi	automatic
Phocaeicola coprophilus	387090	bacteria	3492530	ncbi	automatic
Parabacteroides johnsonii	387661	bacteria	4613502	ncbi	automatic
Corchorus golden mosaic virus	390436	virus	5352	ncbi	automatic
Lentilactobacillus parafarraginis	390842	bacteria	2963097	ncbi	automatic
Meloidogyne enterolobii	390850	eukaryota	240052910	ncbi	automatic
Beet curly top Iran virus	391228	virus	2844	ncbi	automatic
Alicyclobacillus fastidiosus	392011	bacteria	5019066	ncbi	automatic
Rotaria magnacalcarata	392030	eukaryota	180353108	ncbi	automatic
Rotaria socialis	392032	eukaryota	150910415	ncbi	automatic
Rotaria sordida	392033	eukaryota	268178967	ncbi	automatic
Companilactobacillus crustorum	392416	bacteria	2219511	ncbi	automatic
Chitinophaga ginsengisegetis	393003	bacteria	7855703	ncbi	automatic
Thalassospira tepidiphila	393657	bacteria	4375182	ncbi	automatic
Porphyromonas crevioricanis	393921	bacteria	2106861	ncbi	automatic
Pseudoalteromonas arctica	394751	bacteria	4472693	ncbi	automatic
Chromobacterium haemolyticum	394935	bacteria	5125220	ncbi	automatic
Paraglaciecola agarilytica	395568	bacteria	5643883	ncbi	automatic
Pseudomonas moorei	395599	bacteria	6509498	ncbi	automatic
Phytobacter diazotrophicus	395631	bacteria	5635910	ncbi	automatic
Chryseobacterium lathyri	395933	bacteria	4510138	ncbi	automatic
Chryseobacterium rhizosphaerae	395937	bacteria	5267290	ncbi	automatic
Rothia terrae	396015	bacteria	2481857	ncbi	automatic
Aspergillus ruber	396024	eukaryota,fungi	25999606	ncbi	automatic
Acinetobacter brisouii	396323	bacteria	3099050	ncbi	automatic
Mycobacterium shinjukuense	398694	bacteria	4462815	ncbi	automatic
Wohlfahrtiimonas chitiniclastica	400946	bacteria	2118058	ncbi	automatic
Okra yellow crinkle virus	401040	virus	2792	ncbi	automatic
Aureimonas ureilytica	401562	bacteria	5092239	ncbi	automatic
Candidatus Riesia pediculicola	401619	bacteria	581913	ncbi	automatic
Mycobacteroides salmoniphilum	404941	bacteria	4963280	ncbi	automatic
Oceanobacillus caeni	405946	bacteria	3599281	ncbi	automatic
Tenodera sinensis	406589	eukaryota	2654947550	ncbi	automatic
Brucella cytisi	407152	bacteria	5878319	ncbi	automatic
Streptomyces xiamenensis	408015	bacteria	6177836	ncbi	automatic
Leptospira kmetyi	408139	bacteria	4416922	ncbi	automatic
Arthrobacter oryzae	409290	bacteria	4648183	ncbi	automatic
Treponema pedis	409322	bacteria	3089404	ncbi	automatic
Leptospira wolffii	409998	bacteria	4235896	ncbi	automatic
Coprococcus comes	410072	bacteria	3307352	ncbi	automatic
Gordonia malaquae	410332	bacteria	4499358	ncbi	automatic
Croton yellow vein mosaic betasatellite	411248	virus	1358	ncbi	automatic
Faecalibacterium duncaniae	411483	bacteria	2980223	ncbi	automatic
Priestia aryabhattai	412384	bacteria	5402701	ncbi	automatic
Rheinheimera aquimaris	412437	bacteria	4264934	ncbi	automatic
Mycetohabitans rhizoxinica	412963	bacteria	3642037	ncbi	automatic
Cronobacter dublinensis	413497	bacteria	4500000	ncbi	manually-set
Cronobacter muytjensii	413501	bacteria	4500000	ncbi	manually-set
Cronobacter turicensis	413502	bacteria	4500000	ncbi	manually-set
Cronobacter malonaticus	413503	bacteria	4500000	ncbi	manually-set
Venturia pyrina	415593	eukaryota,fungi	39125760	ncbi	automatic
Rhodanobacter thiooxydans	416169	bacteria	4112801	ncbi	automatic
Paraburkholderia caballeronis	416943	bacteria	7056273	ncbi	automatic
Coemansia aciculifera	417176	eukaryota,fungi	16056592	ncbi	automatic
Coemansia spiralis	417178	eukaryota,fungi	17277483	ncbi	automatic
Mycetohabitans endofungorum	417203	bacteria	3550038	ncbi	automatic
Enterococcus thailandicus	417368	bacteria	2779739	ncbi	automatic
Blautia wexlerae	418240	bacteria	4062083	ncbi	automatic
